,movieid,title,year,romance,sci-fi,animation,film-noir,musical,adventure,thriller,horror,documentary,fantasy,mystery,children,comedy,crime,western,imax,war,drama,action,pc1,pc2,tsne_1,tsne_2,cluster_no
5958,34520,"Dukes of Hazzard, The",2005.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.7510065423285494,0.5724557103063416,-1.1910341,30.493946,19
5959,34523,The Chumscrubber,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-4.0826907,-38.687366,2
5960,34528,Junebug,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-4.0826907,-38.687366,2
5961,34530,Deuce Bigalow: European Gigolo,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,16.89144,-14.34681,3
5962,34532,"Skeleton Key, The",2005.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,-0.9436647251546071,0.1710086777325501,-57.549965,29.78198,12
5963,34534,Four Brothers,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-0.7478770875351476,0.1317982713405728,-73.274994,43.83953,7
5964,34536,The Great Raid,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-0.660605344137526,0.020250101829735738,87.48552,10.992942,26
5965,34540,Pretty Persuasion,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-2.353329,-36.051582,2
5966,34542,Grizzly Man,2005.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07529304578560245,0.18354212983446055,38.57075,-27.661425,25
5967,34800,Private Resort,1985.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,16.89144,-14.34681,3
5968,34811,Pusher II: With Blood on My Hands,2004.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,-1.0411070066748673,0.48650997589144196,-17.663752,31.057127,7
5969,35015,Duma,2005.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.47813374083705057,-0.1669397789012289,28.173525,28.504478,15
5970,35347,Animal Farm,1954.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4616740947762905,-0.3399287788321913,72.49602,28.65187,10
5971,35807,"Teahouse of the August Moon, The",1956.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,16.89144,-14.34681,3
5972,35836,"40-Year-Old Virgin, The",2005.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8259408403478856,-0.43446626875155797,-34.697666,-27.615234,16
5973,35957,Red Eye,2005.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.2610354925731774,0.6872235572310905,8.9547205,-59.55269,11
5974,36276,Hidden (a.k.a. Cache) (Caché),2005.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-0.9150133777525701,-7.510982995409258e-05,-29.588552,10.311768,12
5975,36289,Asterix & Obelix vs. Caesar (Astérix et Obélix contre César),1999.0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0.9900509636565106,0.24945506079873067,13.575836,30.39454,23
5976,36363,Kin-Dza-Dza!,1986.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.1401905307800223,-0.45639933464028304,-37.167793,35.23603,2
5977,36397,Valiant,2005.0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1.0269275515891032,0.29713741212585054,12.047517,31.925274,23
5978,36401,"Brothers Grimm, The",2005.0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0.4921124800982169,0.4869574627494415,-47.913998,-10.629134,11
5979,36477,"Baxter, The",2005.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.22107441549622756,-1.0044258371567747,15.049714,-44.886864,6
5980,36509,"Cave, The",2005.0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,-0.3552035170682622,1.6646601748597485,-1.8506169,59.248177,13
5981,36517,"Constant Gardener, The",2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.8372505700227988,-0.05381979873663059,-27.805428,68.55777,12
5982,36519,Transporter 2,2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-0.4362405818232093,1.0564695442966585,-11.90191,62.395386,8
5983,36525,Just Like Heaven,2005.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.8837002296250874,-0.35446630579013666,-33.30236,-9.972142,16
5984,36527,Proof,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-4.9482303,-2.7234786,10
5985,36529,Lord of War,2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,-1.086576974849063,0.4655896027632533,-18.667671,29.11748,7
5986,36533,Cry_Wolf (a.k.a. Cry Wolf),2005.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,-0.9436647251546071,0.1710086777325501,-57.550293,29.782097,12
5987,36535,Everything Is Illuminated,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-2.353329,-36.051582,2
5988,36537,Thumbsucker,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-4.0826907,-38.687366,2
5989,36708,Family Guy Presents Stewie Griffin: The Untold Story,2005.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9044678235155889,0.19135645651622601,20.854685,13.547513,23
5990,36850,Police Story 2 (Ging chaat goo si juk jaap),1988.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.25914800157098355,0.7762034868535882,-10.006974,27.474957,8
5991,36931,New Police Story (Xin jing cha gu shi),2004.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-0.7478770875351476,0.1317982713405728,-73.274994,43.83953,7
5992,37211,Go West,1940.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.7866712736969119,-0.13731625914304643,83.860985,-13.509957,3
5993,37240,Why We Fight,2005.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07529304578560245,0.18354212983446055,38.56916,-29.987034,25
5994,37380,Doom,2005.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.050097700244799835,1.0146120570159323,-42.577286,50.23965,28
5995,37382,Domino,2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-0.9699922815946161,0.03680799764601803,-66.812325,19.039093,22
5996,37384,Waiting...,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,16.89144,-14.34681,3
5997,37386,Aeon Flux,2005.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0214463528427634,0.8435282694534278,-23.014608,47.93063,28
5998,37444,Frankenstein 90,1984.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.7972894929458489,-0.2633824811890536,-39.75403,-25.664577,16
5999,37475,"Unfinished Life, An",2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-4.9482303,-2.7234786,10
6000,37477,"Man, The",2005.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.5523779207107034,0.4214917823027191,-8.575024,20.7973,21
6001,37495,Survive Style 5+,2004.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,-0.1826810806385965,0.3342561451104788,-32.22669,19.69538,32
6002,37545,Woyzeck,1979.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-4.9482303,-2.7234786,10
6003,37720,"Exorcism of Emily Rose, The",2005.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,-0.9986436289966529,0.20789178520852214,-60.08256,25.894854,22
6004,37727,Flightplan,2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.90836529510305,0.39588217950879334,-42.05296,21.435862,4
6005,37729,Corpse Bride,2005.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.9974984443985748,-0.31011888754363615,-33.46966,-8.375653,29
6006,37731,Green Street Hooligans (a.k.a. Hooligans),2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.6767623624548965,-0.3179037069048513,-17.872726,-59.740437,17
6007,37733,"History of Violence, A",2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,-1.0411070066748673,0.48650997589144196,-17.584833,30.079298,7
6008,37736,Oliver Twist,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-4.9482303,-2.7234786,10
6009,37739,"Greatest Game Ever Played, The",2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-4.9482303,-2.7234786,10
6010,37741,Capote,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.6767623624548965,-0.3179037069048513,-18.34306,-59.651417,17
6011,37830,Final Fantasy VII: Advent Children,2004.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.18454650258725566,1.2337226812564288,14.57534,44.938705,5
6012,37844,Roll Bounce,2005.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.22107441549622756,-1.0044258371567747,15.049714,-44.886864,6
6013,37853,Into the Blue,2005.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-0.37035367177718065,1.2980612686829294,-6.8653774,56.622135,8
6014,37857,MirrorMask,2005.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,-0.3102040445893404,-0.04023845016341563,26.928131,36.294125,0
6015,38038,Wallace & Gromit in The Curse of the Were-Rabbit,2005.0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0146381304860974,0.2380578222926181,5.2866364,23.88537,23
6016,38061,Kiss Kiss Bang Bang,2005.0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0.25249991892146323,0.3802461975148407,59.646927,-4.348197,8
6017,38095,"Bittersweet Life, A (Dalkomhan insaeng)",2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-0.7478770875351476,0.1317982713405728,-73.274994,43.83953,7
6018,38159,"Short Film About Love, A (Krótki film o milosci)",1988.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4743141678979652,-0.7241597797137045,44.304306,4.876539,9
6019,38164,"All This, and Heaven Too",1940.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4743141678979652,-0.7241597797137045,44.364944,5.940734,9
6020,38198,Darwin's Nightmare,2004.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07529304578560245,0.18354212983446055,40.000786,-29.081287,25
6021,38294,Beowulf & Grendel,2005.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,-0.4914890766401001,0.3627621623056164,2.0094538,39.73467,5
6022,38304,No Direction Home: Bob Dylan,2005.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07529304578560245,0.18354212983446055,40.000786,-29.081287,25
6023,38388,Goal! The Dream Begins (Goal!),2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-4.9482303,-2.7234786,10
6024,38583,"Wraith, The",1986.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-0.3433276193845194,1.3693237615668008,-37.600033,51.216583,13
6025,38798,In Her Shoes,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-4.0826907,-38.687366,2
6026,38886,"Squid and the Whale, The",2005.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-4.0826907,-38.687366,2
6027,38992,Two for the Money,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-4.9482303,-2.7234786,10
6028,39183,Brokeback Mountain,2005.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4743141678979652,-0.7241597797137045,44.89118,8.886456,9
6029,39231,Elizabethtown,2005.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.22107441549622756,-1.0044258371567747,15.049714,-44.886864,6
6030,39234,North Country,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-4.9482303,-2.7234786,10
6031,39292,"Good Night, and Good Luck.",2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.6767623624548965,-0.3179037069048513,-18.34306,-59.651417,17
6032,39307,Dreamer: Inspired by a True Story,2005.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.4338503439125706,-0.36183013751110765,72.276306,28.384455,10
6033,39381,"Proposition, The",2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,-0.6777771047874553,-0.3121266675137364,-16.61193,-64.098145,17
6034,39400,"Fog, The",2005.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,-0.4099130253832,1.1906702243831908,23.455372,71.41898,11
6035,39414,Shopgirl,2005.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.22107441549622756,-1.0044258371567747,15.66235,-42.797718,6
6036,39427,Stay,2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.23238414517114087,0.5161397696685858,64.57543,-22.104767,1
6037,39435,"Legend of Zorro, The",2005.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,-0.5502632082498605,0.28853923873530996,-8.409109,39.196854,15
6038,39444,"Weather Man, The",2005.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-4.0826907,-38.687366,2
6039,39446,Saw II,2005.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.2610354925731774,0.6872235572310905,9.046507,-58.962433,11
6040,39449,Prime,2005.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.22107441549622756,-1.0044258371567747,15.66235,-42.797718,6
6041,39516,Don't Move (Non ti muovere),2004.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-4.9482303,-2.7234786,10
6042,39715,American Pie Presents: Band Camp (American Pie 4: Band Camp),2005.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,16.89144,-14.34681,3
6043,39801,"Great Yokai War, The (Yôkai daisensô)",2005.0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0.8512293092839655,0.37383748258484306,15.534179,28.159775,19
6044,39869,Manderlay,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-4.9482303,-2.7234786,10
6045,40148,Revolver,2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-0.9699922815946161,0.03680799764601803,-67.46175,18.850534,22
6046,40278,Jarhead,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-0.660605344137526,0.020250101829735738,87.4919,10.966093,26
6047,40339,Chicken Little,2005.0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.9323460036747553,0.920158026628329,4.118074,29.322706,23
6048,40412,Dead Man's Shoes,2004.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.36512585674295817,0.6067675660512342,54.137135,-9.761106,8
6049,40414,Joyeux Noël (Merry Christmas),2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.589490619057275,-0.42945187641568844,-4.171177,-73.775764,10
6050,40478,Night of the Lepus,1972.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.27221289430426826,0.9196217833213767,-58.21048,41.708588,11
6051,40491,"Match Factory Girl, The (Tulitikkutehtaan tyttö)",1990.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-4.0826907,-38.687366,2
6052,40578,Sword of the Beast (Kedamono no ken),1965.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.61513537596333,0.0411704749579244,61.711014,36.346222,26
6053,40581,Just Friends,2005.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8259408403478856,-0.43446626875155797,-34.697666,-27.615234,16
6054,40583,Syriana,2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.8372505700227988,-0.05381979873663059,-29.32561,66.56471,12
6055,40597,One-Way Ticket to Mombasa (Menolippu Mombasaan),2002.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-4.0826907,-38.687366,2
6056,40614,Derailed,2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.8372505700227988,-0.05381979873663059,-29.32561,66.56471,12
6057,40617,Creep,2004.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.2610354925731774,0.6872235572310905,8.378201,-59.236713,11
6058,40629,Pride & Prejudice,2005.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4743141678979652,-0.7241597797137045,43.441147,8.38979,9
6059,40697,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049668372237487726,0.3938262912080038,48.20303,61.287724,28
6060,40723,Wolf Creek,2005.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,-0.3937772041449947,0.7778513536137388,-62.869064,-28.04942,11
6061,40732,"Descent, The",2005.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.8000150073788066,0.3588557132121447,-55.1656,28.805613,12
6062,40815,Harry Potter and the Goblet of Fire,2005.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,-0.10740822687528226,0.8742553590499947,20.354992,39.387142,5
6063,40819,Walk the Line,2005.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4428625092312662,-0.7484150859225124,54.019093,12.032594,9
6064,40826,Rent,2005.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4428625092312662,-0.7484150859225124,54.01918,12.032618,9
6065,40851,Zathura,2005.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0.22354765518206646,0.979423096487225,9.669649,40.74381,5
6066,40870,C.R.A.Z.Y.,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-4.9482303,-2.7234786,10
6067,40946,Sarah Silverman: Jesus Is Magic,2005.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7876860160294707,-0.1430932985341613,85.11001,-13.623919,3
6068,40955,Breakfast on Pluto,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-4.0826907,-38.687366,2
6069,40959,"Ice Harvest, The",2005.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.25914800157098355,0.7762034868535882,-10.006957,27.475574,8
6070,40962,"Yours, Mine and Ours",2005.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8259408403478856,-0.43446626875155797,-34.697666,-27.615234,16
6071,40966,"Libertine, The",2004.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-4.9482303,-2.7234786,10
6072,41014,"Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L')",1970.0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,-0.47154001187476624,0.8315960425204155,-62.859802,-28.152618,11
6073,41285,Match Point,2005.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.6070558794697826,-0.633531983331056,31.742819,17.489851,9
6074,41527,Paradise Now,2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,-1.0154622497688117,0.015887624517829102,-66.673164,16.467564,22
6075,41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",2005.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.2946623802623175,0.5297211182418009,25.018967,41.152996,0
6076,41569,King Kong,2005.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,-0.7847189957798197,0.7174738668564854,-0.9993547,41.021637,4
6077,41571,Memoirs of a Geisha,2005.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4743141678979652,-0.7241597797137045,44.364944,5.940734,9
6078,41573,"Family Stone, The",2005.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.22107441549622756,-1.0044258371567747,15.66235,-42.797718,6
6079,41617,Havoc,2005.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.6070558794697826,-0.633531983331056,31.742819,17.489851,9
6080,41627,Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu),1967.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.61513537596333,0.0411704749579244,61.711014,36.346222,26
6081,41712,"Room for Romeo Brass, A",1999.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-4.0826907,-38.687366,2
6082,41716,"Matador, The",2005.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-0.14186198662860625,-0.33408585617970094,-17.127672,-37.430557,2
6083,41724,Wal-Mart: The High Cost of Low Price,2005.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07529304578560245,0.18354212983446055,40.000786,-29.081287,25
6084,41769,Mozart and the Whale,2005.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.22107441549622756,-1.0044258371567747,14.681885,-46.08554,6
6085,41828,Don't Look Now: We're Being Shot At (La grande vadrouille),1966.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.710764389188576,-0.1397583654535422,37.410442,-8.700127,3
6086,41863,"Three Burials of Melquiades Estrada, The",2006.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.6108754524088679,-0.07631198251858044,25.93186,25.086718,17
6087,41997,Munich,2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,-1.0411070066748673,0.48650997589144196,-17.584833,30.079298,7
6088,42002,"Producers, The",2005.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7876860160294707,-0.1430932985341613,85.110176,-13.62391,3
6089,42004,Transamerica,2005.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.21725484255714247,-0.44720583634429895,20.192549,20.344881,2
6090,42007,Rumor Has It...,2005.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.22107441549622756,-1.0044258371567747,14.286543,-43.702545,6
6091,42009,Cheaper by the Dozen 2,2005.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8221212674088004,0.12275373206091746,13.405282,16.69314,19
6092,42011,Fun with Dick and Jane,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6234926457909544,-0.028210195942704994,64.13774,0.30857924,21
6093,42013,"Ringer, The",2005.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,16.89144,-14.34681,3
6094,42015,Casanova,2005.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0.21584660046200507,-0.31313213452507965,-4.0048676,36.642124,6
6095,42018,Mrs. Henderson Presents,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-4.0826907,-38.687366,2
6096,42176,"Ear, The (Ucho)",1970.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.8372505700227988,-0.05381979873663059,-29.32561,66.56471,12
6097,42191,Luxo Jr.,1986.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2533626370458758,0.2767321553494173,62.37556,55.012543,18
6098,42285,"Dentist, The",1996.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.2610354925731774,0.6872235572310905,10.622017,-59.225197,11
6099,42418,"New World, The",2005.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.40842725785193656,-0.4825680553274334,37.876484,23.614248,9
6100,42422,Voices of a Distant Star (Hoshi no koe),2003.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4031450135222675,-0.42315882916810904,43.250244,20.21333,9
6101,42556,7 Faces of Dr. Lao,1964.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.03982761318345016,0.30094975637692933,46.941933,49.499954,31
6102,42559,Samurai Assassin (Samurai),1965.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.5492484659173017,0.28276219934419505,-8.288856,39.191563,15
6103,42602,"Boys of Baraka, The",2005.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07529304578560245,0.18354212983446055,42.47193,-28.339455,25
6104,42632,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi),2005.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,-1.0477550893243877,0.09055268655269443,-53.63176,19.29116,22
6105,42638,Grand Theft Parsons,2003.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-4.0826907,-38.687366,2
6106,42718,District 13 (Banlieue 13),2004.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.15418806441458077,0.9341560658360765,-21.161993,51.203205,28
